"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL469789";"";"None";"464.95";"0";"4.49";"17";"COc1cc(-c2cnc3[nH]c(-c4ccc(Cl)cc4)cn3c2=O)ccc1OCCN1CCCC1";"Ki";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL993707";"Antagonist activity at MCH1R";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153986";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL470402";"";"None";"386.50";"0";"4.48";"10";"O=c1cc(/C=C/c2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1";"Activity";"'='";"1.5";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL993707";"Antagonist activity at MCH1R";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153986";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL229164";"";"None";"545.08";"2";"5.12";"22l";"CS(=O)(=O)N1CCC[C@H]1CN(C(=O)Nc1ccc(F)c(Cl)c1)[C@@H]1CC[C@]2(c3cccc(C#N)c3)CC2C1";"Ki";"'='";"559.0";"nM";"6.25";"";"";"UO_0000065";"11.47";"0.23";"1.13";"6.69";"0";"CHEMBL906590";"Displacement of [125I]MCH from MCHR1 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143739";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308072";"";"";""
"CHEMBL1760250";"";"None";"556.13";"2";"5.10";"85";"COc1ccc([C@H]2CN(CCCN(C)S(=O)(=O)c3ccccc3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1764798";"Antagonist activity at MCHR1 by aequorin bioluminescence assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759849";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL3616496";"";"None";"519.97";"2";"1.78";"1v";"CCS(=O)(=O)C[C@@H](O)COc1ccc(-n2cnn3cc(-c4ncc(Cl)cn4)cc3c2=O)cc1OC";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"14.53";"0.29";"5.77";"5.48";"0";"CHEMBL3619839";"Displacement of [125I][Phe13,Tyr19]-MCH from human MCHR1 expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616440";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3618337";"";"None";"436.90";"0";"3.39";"1k";"COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1N1CC[C@@H](O)C1";"Ki";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"19.04";"0.37";"4.93";"11.55";"0";"CHEMBL3619839";"Displacement of [125I][Phe13,Tyr19]-MCH from human MCHR1 expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616440";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3618335";"";"None";"421.89";"0";"3.16";"1i";"O=c1c2cc(-c3ccc(Cl)cc3)cn2ncn1-c1ccc(N2CCC(O)CC2)nc1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"18.77";"0.36";"4.76";"10.47";"0";"CHEMBL3619839";"Displacement of [125I][Phe13,Tyr19]-MCH from human MCHR1 expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616440";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3618325";"";"None";"465.94";"0";"3.68";"2b";"COc1cc(-n2cnn3nc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCCN1CCCC1";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"19.65";"0.38";"5.47";"12.39";"0";"CHEMBL3619839";"Displacement of [125I][Phe13,Tyr19]-MCH from human MCHR1 expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616440";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";""
"CHEMBL1761099";"";"None";"466.63";"1";"6.32";"5";"CC(=O)Nc1cccc(C2CCN(CCCCn3c(-c4ccccc4)nc4ccccc43)CC2)c1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"16.15";"0.29";"1.22";"15.03";"0";"CHEMBL1764020";"Displacement of Eu-labeled MCH from human MCH-R1 expressed in CHO by time-resolved fluorometric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL187702";"";"None";"230.31";"0";"3.38";"8";"CCCC(C)Oc1cccc2ccc(N)nc12";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"30.30";"0.56";"3.60";"14.50";"0";"CHEMBL832326";"Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL252173";"";"None";"442.52";"1";"6.26";"21";"O=C(Nc1ccccc1)c1c(-c2ccccc2)n(Cc2ccccc2)c2nc3ccccc3n12";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL944962";"Displacement of [125I]MCH from human MCHR1 expressed in CHO cell membranes at 5 ug/ml";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140742";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";""
"CHEMBL437130";"";"None";"469.42";"1";"6.04";"9";"N#Cc1cccc(C2=CC(N(CCN3CCCC3)C(=O)Nc3cc(Cl)cc(Cl)c3)CC2)c1";"Ki";"'='";"605.0";"nM";"6.22";"";"";"UO_0000065";"13.25";"0.27";"0.18";"10.47";"0";"CHEMBL861585";"Displacement of [125I]MCH from human MCHR1 expressed in CHO cell";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146084";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";""
"CHEMBL194253";"";"None";"400.53";"0";"4.26";"14";"Cc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)cc1";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"18.34";"0.33";"3.09";"15.16";"0";"CHEMBL871630";"Displacement of 150p M [125I]MCH from human MCH1R expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL185997";"";"None";"438.96";"0";"4.36";"26";"CCN1CCN(c2cc(C)c3cc(NC(=O)COc4ccc(Cl)cc4)ccc3n2)CC1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"17.44";"0.34";"3.30";"13.27";"0";"CHEMBL871630";"Displacement of 150p M [125I]MCH from human MCH1R expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL196355";"";"None";"458.61";"1";"5.12";"25";"CCN1CCN(c2cc(C)c3cc(NC(=O)/C=C/c4ccccc4OC(C)C)ccc3n2)CC1";"Inhibition";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL856125";"Displacement of 150p M [125I]MCH from human MCH1R expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL194417";"";"None";"498.00";"0";"4.84";"34";"CCN1CCN(c2cc(C)c3cc(NC(=O)CCC(=O)Nc4ccc(F)c(Cl)c4)ccc3n2)CC1";"IC50";"'='";"327.0";"nM";"6.49";"";"";"UO_0000065";"13.02";"0.25";"1.65";"8.36";"0";"CHEMBL871630";"Displacement of 150p M [125I]MCH from human MCH1R expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL194468";"";"None";"403.48";"0";"4.04";"37";"COc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCOCC4)cc(C)c3c2)cc1";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"17.97";"0.33";"3.21";"11.39";"0";"CHEMBL871630";"Displacement of 150p M [125I]MCH from human MCH1R expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL196567";"";"None";"476.36";"0";"4.87";"69";"CC(=O)OCCN(C)c1cc(C)c2cc(NC(=O)COc3ccc(Cl)cc3Cl)ccc2n1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884193";"Inhibitory concentration against 10 nM MCH-induced IP3 accumulation in CHO-K1 cells expressing human MCH1R after incubation with [3H]myo-inositol";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL193473";"";"None";"470.50";"0";"4.89";"53";"Cc1cc(N2CCCNCC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884193";"Inhibitory concentration against 10 nM MCH-induced IP3 accumulation in CHO-K1 cells expressing human MCH1R after incubation with [3H]myo-inositol";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL427540";"";"None";"472.47";"0";"4.01";"55";"Cc1cc(N2CC3CC2CN3)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884193";"Inhibitory concentration against 10 nM MCH-induced IP3 accumulation in CHO-K1 cells expressing human MCH1R after incubation with [3H]myo-inositol";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL370120";"";"None";"459.47";"1";"5.45";"58";"Cc1cc(N2CCCCC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"0.92";"nM";"9.04";"";"";"UO_0000065";"19.67";"0.37";"3.59";"14.19";"0";"CHEMBL871627";"Displacement of 15 pM [125I]MCH from human MCH1R expressed in CHO-K1 in whole-cell binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL217269";"";"None";"446.96";"1";"5.38";"26";"CN(C)Cc1ccc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2n1";"IC50";"'='";"0.74";"nM";"9.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908393";"Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137354";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";""
"CHEMBL384805";"";"None";"472.55";"0";"4.63";"19";"O=c1c2sc(-c3ccc(F)cc3)cc2ncn1-c1ccc2nc(CN3CCOCC3)ccc2c1";"IC50";"'='";"501.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908393";"Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137354";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";""
"CHEMBL359510";"";"None";"468.40";"0";"4.61";"23";"CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3cccc(Br)c3)CC2)nc2ccccc12";"IC50";"'='";"5.9";"nM";"8.23";"";"";"UO_0000065";"17.57";"0.37";"3.62";"11.73";"0";"CHEMBL832373";"Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,Tyr19)MCH as radioligand expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142793";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";"";"";""
"CHEMBL186160";"";"None";"412.49";"0";"2.76";"30";"COc1cc(CC(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)cc(OC)c1";"IC50";"'='";"1040.0";"nM";"5.98";"";"";"UO_0000065";"14.50";"0.27";"3.22";"8.64";"0";"CHEMBL830898";"Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected)";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL188988";"";"None";"398.46";"0";"2.75";"38";"COc1cc(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)C2)cc(OC)c1C";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830898";"Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected)";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL196819";"";"None";"521.45";"2";"5.60";"13";"N#Cc1cccc(-c2ccc(CN(CC(=O)Nc3cc(Cl)cc(Cl)c3)C(=O)CN3CCCC3)cc2)c1";"Ki";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860451";"Antagonist activity against human MCH1 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141941";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL181217";"";"None";"602.48";"2";"5.31";"1 (cis)";"CN(C)c1nc(N[C@H]2CC[C@@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"11.38";"0.25";"1.54";"7.11";"0";"CHEMBL832373";"Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,Tyr19)MCH as radioligand expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142793";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";"";"";""
"CHEMBL189147";"";"None";"436.92";"1";"5.62";"24";"CN(C)CCN(C(=O)Nc1ccc(F)c(Cl)c1)c1ccc(-c2cccc(C#N)c2)cc1";"Kb";"'='";"3.1";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL836169";"Inhibition of calcium influx into cells expressing hMCH-R1 in FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140323";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL369116";"";"None";"299.42";"0";"3.36";"7";"CC(CNCC1CCCC1)Oc1cccc2ccc(N)nc12";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL835734";"Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307656";"";"";""
"CHEMBL187003";"";"None";"271.36";"0";"2.68";"11";"CC(CN1CCCC1)Oc1cccc2ccc(N)nc12";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"26.37";"0.49";"4.47";"13.93";"0";"CHEMBL832324";"Concentration required to inhibit binding of [125I]-MCH radioligand to human Melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL380144";"";"None";"440.55";"1";"5.11";"13";"O=C(Cc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCC2)c1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"16.13";"0.29";"2.00";"11.97";"0";"CHEMBL860697";"Displacement of [125I]MCH from MCHr1 expressed in IMR32 (I3.4.2) cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146094";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL380429";"";"None";"469.59";"1";"6.35";"19";"O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(cnn2CCN2CCCCCC2)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"17.88";"0.33";"2.05";"11.76";"0";"CHEMBL860697";"Displacement of [125I]MCH from MCHr1 expressed in IMR32 (I3.4.2) cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146094";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL206825";"";"None";"598.16";"1";"4.51";"23k";"CS(=O)(=O)c1ccc([C@]23CC[C@@H](N(CC4CCN(S(C)(=O)=O)CC4)C(=O)Nc4ccc(F)c(Cl)c4)[C@H]2C3)cc1";"Ki";"'='";"974.0";"nM";"6.01";"";"";"UO_0000065";"10.05";"0.21";"1.50";"5.79";"0";"CHEMBL861585";"Displacement of [125I]MCH from human MCHR1 expressed in CHO cell";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146084";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";""
"CHEMBL214577";"";"None";"514.59";"2";"7.13";"5d";"COc1cc(NC(=O)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCCN(C(C)C)C(C)C";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"12.83";"0.24";"-0.53";"12.99";"0";"CHEMBL906920";"Displacement of radiolabeled iodo-MCH from human MCHR1 expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149490";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";""
"CHEMBL436953";"";"None";"502.01";"2";"5.51";"3g";"O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccc1";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"18.12";"0.35";"3.59";"16.32";"0";"CHEMBL865033";"Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147687";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307656";"";"";""
"CHEMBL210273";"";"None";"475.47";"0";"4.24";"3f";"Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)(F)F)ccc21";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"15.71";"0.30";"3.23";"11.50";"0";"CHEMBL865033";"Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147687";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307656";"";"";""
"CHEMBL377884";"";"None";"407.95";"0";"4.78";"3b";"Cn1c(=O)cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc21";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL865034";"Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147687";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307656";"";"";""
"CHEMBL263975";"";"None";"525.10";"2";"6.08";"6f";"N#Cc1cccc(-c2ccc3c(c2)CCN(CC(=O)Nc2cccc(Cl)c2)C32CCN(CC3CC3)CC2)c1";"Ki";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"13.99";"0.26";"1.27";"12.37";"0";"CHEMBL908038";"Binding affinity to human MCHR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149364";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
