ID,Mol,Smiles,Source
DB02467,<rdkit.Chem.rdchem.Mol object at 0x000002217AED90E0>,C[S@](=O)CC[C@H](N)C(=O)O,drugbank
DB02468,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9150>,C=Cc1c(C)c2n3c1=C(c1ccccc1)C1=[N+]4C(=Cc5c(C)c(CCC(=O)O)c6n5[Fe]34[N+]3=C(C=2)C(C)=C(CCC(=O)O)C3=C6)[C@@H](C=C)[C@@H]1C,drugbank
DB02469,<rdkit.Chem.rdchem.Mol object at 0x000002217AED91C0>,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N,drugbank
DB02470,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9230>,O=P(O)(O)OC[C@@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,drugbank
DB02471,<rdkit.Chem.rdchem.Mol object at 0x000002217AED92A0>,OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)c2nnnn21,drugbank
DB02472,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9310>,OC[C@@H]1O[C@@H](N2CNc3c(O)ncnc32)[C@H](O)[C@H]1O,drugbank
DB02473,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9380>,CC(C)C1=NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,drugbank
DB02474,<rdkit.Chem.rdchem.Mol object at 0x000002217AED93F0>,COC(=O)NCCCCCC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,drugbank
DB02475,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9460>,N=C(N)NCCC[C@H](C(=O)O)N1CCC1=O,drugbank
DB02477,<rdkit.Chem.rdchem.Mol object at 0x000002217AED94D0>,Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)C(=O)N[C@H](CCCCN)C(=O)NCCC2CCCCC2)cc1,drugbank
DB02479,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9540>,C[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,drugbank
DB02480,<rdkit.Chem.rdchem.Mol object at 0x000002217AED95B0>,C[C@](O)(CBr)CCO[P@@](=O)(O)OP(=O)(O)O,drugbank
DB02481,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9620>,O=CNCc1ccccc1,drugbank
DB02482,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9690>,C[C@H](OP(=O)(O)O)[C@@H](N)C(=O)O,drugbank
DB02483,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9700>,O=[P@@](O)(OC[C@@H]1O[C@@H](n2cnc3c2ncn2ccnc32)[C@H](O)[C@H]1O)O[P@](=O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,drugbank
DB02484,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9770>,Nc1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H](O)CO)[C@H](O)[C@H]2O)c(=O)n1,drugbank
DB02485,<rdkit.Chem.rdchem.Mol object at 0x000002217AED97E0>,CC(=O)N[C@@H]1[C@@H]([C@@H](O)[C@H](O)CO)O[C@@](O[P@@](=O)(O)OC[C@@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@H]2O)(C(=O)O)C[C@H]1O,drugbank
DB02486,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9850>,OCCSSCCO,drugbank
DB02488,<rdkit.Chem.rdchem.Mol object at 0x000002217AED98C0>,CC(C)CC1=N[C@](O)([C@H](N)[C@H](C)O)N(CC=O)C1=O,drugbank
DB02489,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9930>,Cn1cnc2c(O)nc(N)nc21,drugbank
DB02490,<rdkit.Chem.rdchem.Mol object at 0x000002217AED99A0>,CN(CC(=O)O)C(N)N,drugbank
DB02491,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9A10>,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2Cl)cc1,drugbank
DB02492,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9A80>,[O-]S([O-])([O-])O[C@@H](CO)[C@@H](O)CN1C[C@@H](O)[C@H](O)[C@H]1CO,drugbank
DB02493,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9AF0>,O=C1NC(=O)[C@@]2(N1)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O,drugbank
DB02494,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9B60>,O=C(O)[C@@H](O)Cc1ccccc1,drugbank
DB02495,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9BD0>,O=c1[nH]c(Nc2ccccc2)nc2c1ncn2CCCCO,drugbank
DB02496,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9C40>,CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O,drugbank
DB02497,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9CB0>,N[C@@H](CO[P@@](=O)(O)OC[C@@H](O)CO)C(=O)O,drugbank
DB02498,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9D20>,NC(=O)c1ccc[n+]([C@H]2C[C@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)c1,drugbank
DB02499,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9D90>,N/C(=N\C[C@H](N)C(=O)O)NO,drugbank
DB02500,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9E00>,Cc1c(CC(CO)CO)[nH]c(=O)[nH]c1=O,drugbank
DB02501,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9E70>,N=C(N)NCCC[C@@H](NC(=O)CCC(=O)O)C(=O)O,drugbank
DB02502,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9EE0>,Nc1nc2c(nc(O)n2[C@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]1,drugbank
DB02503,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9F50>,O=C(O)/C=C/c1ccc(B(O)O)cc1,drugbank
DB02504,<rdkit.Chem.rdchem.Mol object at 0x000002217AED9FC0>,Cc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1,drugbank
DB02505,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA030>,CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(CC(=O)OC)cc3)cc2)C2CCN(Cc3ncc[nH]3)CC2)cc1,drugbank
DB02506,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA0A0>,CO[C@@H](Cc1ccccc1)[C@@H](C)C[C@H](C)CC[C@H](N)[C@H](C)C(=O)O,drugbank
DB02507,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA110>,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,drugbank
DB02508,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA180>,CC(C)CCO[P@@](=O)(O)OP(=O)(O)O,drugbank
DB02509,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA1F0>,CC(C)=CCC/C(C)=C\CC/C(C)=C\CO,drugbank
DB02510,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA260>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COS(=O)(=O)NC(=O)[C@@H]2CCCN2)[C@H](O)[C@H]1O,drugbank
DB02511,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA2D0>,N[C@@H](Cc1cc(N/C(=C/C=O)COc2ccc3ccccc3c2)c(O)cc1O)C(=O)O,drugbank
DB02512,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA340>,O=C(COP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,drugbank
DB02513,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA3B0>,Cc1ccc(C(C)C)c(O)c1,drugbank
DB02514,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA420>,O=C([O-])/C(=C/OP(=O)=O)c1ccccc1,drugbank
DB02515,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA490>,O=P(O)(O)OC[C@H](O)CO,drugbank
DB02516,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA500>,CC(C)(CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,drugbank
DB02517,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA570>,N[C@H](CCC(=O)O)C(=O)O,drugbank
DB02518,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA5E0>,CC(=O)N[C@@H](C)C(=O)O,drugbank
DB02519,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA650>,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=C1/Nc2ccccc2C1=O,drugbank
DB02520,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA6C0>,CCN(CC)C(=S)S,drugbank
DB02521,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA730>,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,drugbank
DB02522,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA7A0>,O=C(O)C(=O)CP(=O)(O)O,drugbank
DB02523,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA810>,C[S@+](CCON)C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,drugbank
DB02524,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA880>,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2OC3(OC21)C([N+](=O)[O-])=CC(=[N+]([O-])[O-])C=C3[N+](=O)[O-],drugbank
DB02525,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA8F0>,OC[C@H]1N/C(=N\O)[C@@H](O)[C@@H](O)[C@@H]1O,drugbank
DB02526,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA960>,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3[O-])nc2c1,drugbank
DB02527,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDA9D0>,Nc1ncnc2c1ncn2[C@H]1O[C@@H]2CO[P@@](=O)(O)O[C@@H]2[C@@H]1O,drugbank
DB02529,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAA40>,CCN(CC)C(=O)[C@H]1O[C@@H](C(=O)O)C[C@@H](N)[C@@H]1NC(C)=O,drugbank
DB02530,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAAB0>,NCCCC(=O)O,drugbank
DB02531,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAB20>,CC(C)C(=O)O,drugbank
DB02532,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAB90>,Nc1ccc2nc(N)nc(N)c2c1,drugbank
DB02533,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAC00>,N=C(N)NN,drugbank
DB02534,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAC70>,C=CCc1ccccc1O,drugbank
DB02535,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDACE0>,NCCOCCOCCNC(=O)c1ccc(S(N)(=O)=O)cc1,drugbank
DB02536,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAD50>,O=C[C@H](O)CO,drugbank
DB02537,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDADC0>,Cc1ccc(OC/C(=C/C=O)Nc2cc(C[C@H](N)C(=O)O)c(O)cc2O)cc1,drugbank
DB02538,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAE30>,CC(=O)Nc1nccc(-c2c(C)nc3ccccn23)n1,drugbank
DB02539,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAEA0>,CCSC(=N)N,drugbank
DB02540,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAF10>,Nc1nc2ccc(C[C@@H](C(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,drugbank
DB02541,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAF80>,[NH3+]CCCCO,drugbank
DB02542,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDAFF0>,C[C@H](CF)C[C@H](N)C(=O)O,drugbank
DB02544,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB060>,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nsc2c1,drugbank
DB02545,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB0D0>,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1,drugbank
DB02546,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB140>,O=C(CCCCCCC(=O)Nc1ccccc1)NO,drugbank
DB02547,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB1B0>,C[C@@H]1O[C@H](O[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,drugbank
DB02548,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB220>,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,drugbank
DB02549,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB290>,CC(=O)O[C@H]1C[C@@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1CO[P@@](=O)(O)OP(=O)(O)O,drugbank
DB02550,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB300>,C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21,drugbank
DB02551,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB370>,CC[C@H]1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,drugbank
DB02552,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB3E0>,CC(C)=CCC/C(C)=C/CO[P@@](=O)(O)OP(=O)(O)O,drugbank
DB02553,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB450>,NCCCCNCCCNC(=O)CNC(=O)[C@@H](CSSC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCN)NC(=O)CC[C@@H](N)C(=O)O,drugbank
DB02554,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB4C0>,O=c1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@@H](CS(=O)(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1,drugbank
DB02555,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB530>,CC(=O)Nc1ccc(COc2ccc(-c3cc(C4CCN(C(=O)CNC(=O)[C@@H](CC(C)C)N=C(N)N)CC4)n(C)n3)c(Cl)c2Cl)cc1,drugbank
DB02556,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB5A0>,N[C@H](Cc1ccccc1)C(=O)O,drugbank
DB02557,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB610>,CC(C)C[C@H](NP(=O)(O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,drugbank
DB02558,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB680>,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](S)Cc1ccccc1)C(=O)O,drugbank
DB02559,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB6F0>,N[C@H]1N[C@@H](N)[C@@H]2C[C@@H](CN3CC[C@H]4CCCC[C@@H]43)CC[C@@H]2N1,drugbank
DB02560,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB760>,CC(=O)N[C@H](Cc1ccc(Cl)cc1)[B-](O)(O)OC[C@H](N)C(=O)O,drugbank
DB02561,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB7D0>,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,drugbank
DB02562,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB840>,C[C@@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1,drugbank
DB02563,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB8B0>,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O,drugbank
DB02565,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB920>,CN(C)c1ccc(C(=O)NCCCCCC[C@@H](O)N=O)cc1,drugbank
DB02566,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDB990>,C[C@H](O)c1cc(C(=O)O)nc2c1C=CC[C@@H]2O,drugbank
DB02567,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBA00>,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,drugbank
DB02568,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBA70>,Nc1nc(=O)c2[nH]cc(Cc3cccnc3)c2[nH]1,drugbank
DB02569,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBAE0>,Cc1cn([C@H]2C=C[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,drugbank
DB02570,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBB50>,O=C(O)[C@@H](S)Cc1ccc(I)cc1,drugbank
DB02571,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBBC0>,N[C@@H](CCCC=O)C(=O)O,drugbank
DB02572,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBC30>,NC(COC(=O)NCCCOCCOCCOCCCNc1c(NCCCN2CCN(CCCNC(=O)c3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O)COC(=O)NCCCOCCOCCOCCCNc1c(NCCCN2CCN(CCCNC(=O)c3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O,drugbank
DB02573,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBCA0>,Nc1ccn([C@@H]2C[C@H](O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@H]3O)[C@@H](CO)O2)c(=O)n1,drugbank
DB02574,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBD10>,NC(COC(=O)NCCCN1CCN(CCCNC(=O)c2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc([N+](=O)[O-])c2)CC1)COC(=O)NCCCN1CCN(CCCNC(=O)c2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc([N+](=O)[O-])c2)CC1,drugbank
DB02576,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBD80>,C[C@H](O)C[NH3+],drugbank
DB02577,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBDF0>,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(C=C)c4n1[Fe@@]31n3c(c(C)c(CCC(=O)O)c3=CC3=[N+]1C(=C4)C(C)=C3CCC(=O)O)=C2,drugbank
DB02578,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBE60>,C[C@@H](NC(=O)[C@@H](C)NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C(=O)[O-])C(=O)O,drugbank
DB02579,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBED0>,C=CC(=O)O,drugbank
DB02580,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDBF40>,COCCOCCOCCOCCOCCOC,drugbank
DB02581,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC040>,CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1,drugbank
DB02582,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC0B0>,C=C(C)[C@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H](N)C(=O)O)C(=O)O,drugbank
DB02583,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC120>,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1,drugbank
DB02585,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC190>,N=C(N)c1ccc(CO)cc1,drugbank
DB02586,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC200>,Cc1ccnc2c1ccc1c(C)ccnc12,drugbank
DB02587,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC270>,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,drugbank
DB02588,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC2E0>,CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(C)CO[C@@H]21,drugbank
DB02589,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC350>,CC[Se]C(=N)N,drugbank
DB02590,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC3C0>,C[C@@H]1O[C@H](O)[C@@H](O)C[C@H]1O,drugbank
DB02592,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC430>,O=C(O)[C@]1(O)C[C@@H](CP(=O)(O)O)[C@H](O)[C@@H](O)C1,drugbank
DB02593,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC4A0>,CO[C@@H]1O[C@@H](C)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21,drugbank
DB02594,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC510>,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,drugbank
DB02595,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC580>,CC(=O)N[C@@H]1[C@H](O[C@H]2C[C@H](C(=O)NCCS(=O)(=O)O)[NH2+][C@H]2CO)O[C@H](CO)[C@H](OS(=O)(=O)O)[C@H]1O,drugbank
DB02596,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC5F0>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@](=O)(O)C[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O,drugbank
DB02597,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC660>,CCCCC[C@H](S)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,drugbank
DB02598,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC6D0>,CC(=O)N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)NCC(=O)O,drugbank
DB02599,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC740>,CCCSCc1cc(N)cc2c(=O)[nH]c(N)nc12,drugbank
DB02600,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC7B0>,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@@H](N)[C@@H]1NC(C)=O,drugbank
DB02601,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC820>,NC(C(=O)O)c1ccc(O)cc1,drugbank
DB02602,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC890>,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,drugbank
DB02603,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC900>,Nc1cc2[nH]cnc2c(OCC2CCCCC2)n1,drugbank
DB02604,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC970>,O=P(O)(O)OC[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O,drugbank
DB02606,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDC9E0>,CC[C@@H](C)O,drugbank
DB02607,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCA50>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COC(=O)CP(=O)(O)O)[C@H](O)[C@H]1O,drugbank
DB02608,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCAC0>,CC(=O)N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1,drugbank
DB02609,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCB30>,N[C@H](C(=O)O)[C@@H](O)COP(=O)(O)O,drugbank
DB02610,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCBA0>,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1,drugbank
DB02611,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCC10>,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1,drugbank
DB02613,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCC80>,CCCCCCCCCC[N+](C)(C)[O-],drugbank
DB02614,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCCF0>,CC(=O)N[C@@H](Cc1cccc(C(=O)O)c1)B(O)O,drugbank
DB02615,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCD60>,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@H]2c2ccc(O)cc2)cc1)N1CCCC1,drugbank
DB02616,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCDD0>,NC(N)=Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1,drugbank
DB02617,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCE40>,CCCCCC[C@](O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,drugbank
DB02618,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCEB0>,CC[N+](C)(C)CCCS(=O)(=O)[O-],drugbank
DB02619,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCF20>,OCCCCCCCCCCCCBr,drugbank
DB02620,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDCF90>,CC(=O)NCCSSCCNC(=O)[C@H]1CC[C@H](NC(=O)c2nccnc2C(=O)O)CC1,drugbank
DB02621,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDD000>,C/C1=C\C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C/C=C\CC1)O[C@@](O)([C@@H]1CSC(O)=N1)C2,drugbank
DB02622,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDD070>,O=C(O)C(=O)Nc1ccccc1C(=O)O,drugbank
DB02623,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDD0E0>,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](N)(=O)O)[C@H](O)[C@H]2O)c(=O)[nH]1,drugbank
DB02624,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDD150>,N[C@@H]1CCOC1=O,drugbank
DB02625,<rdkit.Chem.rdchem.Mol object at 0x000002217AEDD1C0>,CCCC[C@@H](CN(O)C=O)C(=O)O,drugbank
